Rank,Logo,Name,Link,Website,Flag,Country,Region,Foundation_year,Address,Intro,Total_Enrollment,Total_International_Enrollment,UG_Enrollment,International_UG_Enrollment,PG_Enrollment,International_PG_Enrollment,latitude,longitude
901-1000,https://www.shanghairanking.com/_uni/logo/43266277.png,Dalian Medical University,https://www.shanghairanking.com/institution/dalian-medical-university,https://english.dmu.edu.cn/,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1947,,,12773,9.8,7481,13.1,4939,5.4,38.8037114,121.3125565
901-1000,https://www.shanghairanking.com/_uni/logo/56717207.png,Dalian Polytechnic University,https://www.shanghairanking.com/institution/dalian-polytechnic-university,https://en.wikipedia.org/wiki/Dalian_Polytechnic_University,https://www.shanghairanking.com/_pub/country-flags/png100/cn.png, China,Asia,1958,,,27010,13.3,19561,10.1,7793,20.1,,
901-1000,https://www.shanghairanking.com/_uni/logo/b4441e0b0.png,Dublin City University,https://www.shanghairanking.com/institution/dublin-city-university, http://www.dcu.ie,https://www.shanghairanking.com/_pub/country-flags/png100/ie.png, Ireland,Europe,1989, Collins Avenue,"Founded in 1989, Dublin City University (DCU) is a dynamic, research-intensive, globally-engaged, ‘University of Enterprise’, that emphasises the translation of knowledge into societal and economic benefit._x000D_
Since its inception, DCU has valued its relationship with business and industry. This trend permeates through much of our research effort and the consequent dynamic environment, which co-location of academic and industrial researchers provides, is key to innovation, commercialisation and the enhanced development of our early career researchers._x000D_
Many of our students can expect to complete a work-based internship as a core part of their undergraduate studies at DCU, in a programme we call INTRA.  DCU is committed to preparing rounded graduates who can contribute positively both in the workplace and in society.  With this in mind, our graduates can expect to cultivate a set of core graduates attributes through formal and informal learning opportunities at DCU._x000D_
DCU has inclusivity as its core.  Our student community is made up of students from 115 countries internationally; we are strong proponents of widening access to 3rd level education nationally with a strong representation from mature, distance learners, and non-traditional access groups to higher education.",14164,8.7,11588,6.4,2576,18.9,53.3864895,-6.259260731
901-1000,https://www.shanghairanking.com/_uni/logo/5aa10edef.png,Ege University,https://www.shanghairanking.com/institution/ege-university,https://ege.edu.tr/eng-0/homepage.html,https://www.shanghairanking.com/_pub/country-flags/png100/tr.png, Turkey,Asia,0,,,46056,3,19561,10.1,7793,20.1,38.4556928,27.22818572
901-1000,https://www.shanghairanking.com/images/default_logo.svg,Erciyes University,https://www.shanghairanking.com/institution/erciyes-university, http://www.erciyes.edu.tr/,https://www.shanghairanking.com/_pub/country-flags/png100/tr.png, Turkey,Asia,1978," Kayseri, Turkey",,39178,3,19561,10.1,7793,20.1,38.70739135,35.53375657
901-1000,https://www.shanghairanking.com/_uni/logo/68369da8d.png,Federal University of Ceara,https://www.shanghairanking.com/institution/federal-university-of-ceara, http://www.ufc.br/,https://www.shanghairanking.com/_pub/country-flags/png100/br.png, Brazil,Latin America,1954," Fortaleza, Ceará, Brazil",,34676,1,19561,10.1,7793,20.1,,
901-1000,https://www.shanghairanking.com/_uni/logo/54f3b5500.png,Federal University of Goiás,https://www.shanghairanking.com/institution/federal-university-of-gois, http://www.ufg.br/,https://www.shanghairanking.com/_pub/country-flags/png100/br.png, Brazil,Latin America,1960," Goiânia (Headquarters), Catalão Jataí and Cidade de Goiás, Goiás, Brazil",,34158,1,19561,10.1,7793,20.1,,
901-1000,https://www.shanghairanking.com/_uni/logo/ff5248151.png,Federal University of Pernambuco,https://www.shanghairanking.com/institution/federal-university-of-pernambuco, http://www.ufpe.br,https://www.shanghairanking.com/_pub/country-flags/png100/br.png, Brazil,Latin America,0," Avenida Professor Moraes Rego, 1235","The Federal University of Pernambuco (UFPE) is a young university (67 years old)which was founded with the union old Schools of Law, Engineering and Medicineand some other not less important research institutes. UFPE is located in cityof Recife (capital of the State of Pernambuco) with nearly 4 millioninhabitants and is located in the Northeastern coast of Brazil. UFPE is one ofthe best universities in the country and it is the largest and the mostimportant one among those located in the North and Northeastern regions,according to the assessments of the Ministries of Education (MEC) and ofScience and Technology (MCT) of Brazil._x000D_
Currently, UFPE has 104 undergraduatecourses, over 123 graduate programs in both Master and Ph. D. levels, about 500research groups covering most of the areas of knowledge, and a population of46.946 people, including students (both, undergraduate and graduate), teaching,administrative and technical staff, divided into the main campus in (Recife)and into the two recently created campuses located in Caruaru and Vitória deSanto Antão.",34072,1,19561,10.1,7793,20.1,-8.0524236,-34.95106151
901-1000,https://www.shanghairanking.com/_uni/logo-jpg/16bc7567800.jpg,Ferdowsi University of Mashhad,https://www.shanghairanking.com/institution/ferdowsi-university-of-mashhad, http://en.um.ac.ir/,https://www.shanghairanking.com/_pub/country-flags/png100/ir.png, Iran,Asia,1949," Mashhad, Iran",,23992,5,19561,10.1,7793,20.1,36.3096482,59.52937277
901-1000,https://www.shanghairanking.com/_uni/logo/5f75b4c64.png,Gazi University,https://www.shanghairanking.com/institution/gazi-university, http://www.gazi.edu.tr,https://www.shanghairanking.com/_pub/country-flags/png100/tr.png, Turkey,Asia,1926, Gazi Üniversitesi Rektörlüğü Teknikokullar,"Gazi University, which was founded by the directive of Gazi Mustafa Kemal Atatürk in 1926, is one of the oldest universities in Turkey._x000D_
Gazi University played a leading role in the foundations of Çorum Hitit University, Nevşehir Hacı Bektaş Veli University, Kırşehir Ahi Evran University, and Kastamonu University, and shared its knowledge and experience with them. Recently, in accordance with the law that took effect in 18 May 2018, some faculties, schools, vocational schools, and a graduate school, all affiliated with Gazi University, were transferred to the newly-founded Ankara Hacı Bayram Veli University._x000D_
Gazi University has 11 faculties, 1 school, 3 vocational schools, 5 graduate schools, and more than 30 research centers, and provides service in education, medicine, dentistry, medical sciences, sciences, engineering, architecture, technology, sports sciences, and applied sciences._x000D_
Gazi University Main Campus is one of the earliest educational campuses in the Republic of Turkey. Apart from the main campus, Gazi University, a metropolitan university in the city of Ankara, has campuses in Emek, Maltepe, Çankaya, Gölbaşı, Ostim, and Kahramankazan. Technopark, which was founded on Gölbaşı Campus in 2007, provides reasonably priced and quality service for technology-based firms._x000D_
All the campuses are located within the city, so one can easily get to our university in a short time. Being located in the centre of the capital city, our university offers students such facilities as accommodation, shopping, theatres, and festivals, along with a lot of other social events. In addition, the main campus has indoor and outdoor sports halls, basketball, volleyball, and tennis courts, a soccer field, and an olympic swimming pool, which are at the disposal of academic staff, administrative staff, and students. Within an “Accessible Campus” approach for disabled students, there are arrangements to help activate them academically, physically, psychologically, and socially. Our main library is open 7/24 and Gazi University stands out among the universities in Turkey as a university that has one of the largest collections of print and online sources._x000D_
More than 100 student-governed clubs and societies contribute to students’ personal and social development._x000D_
We host more than 1200 international students, being primarily from the Turkish Republics, from Caucasia, Europe, the Middle East, Africa, America, and the Far East._x000D_
The graduates of Gazi University are given priority in employment by the public and private sectors. Gazi University, which has taken important roles in the growth and advancement of Turkey and in the academic and technological development of young generations, has nationally and internationally proved its quality in education with qualified academic staff.",37388,2.4,28086,2.7,9302,1.5,38.348247,38.29031539
